# Simulation 1 (Up to date)
# 523 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
17.7,770.452,-9.762,0.07,9.788,1.233,94.751,0.049,94.751,0.03,5.07,1.231,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.943e5,0,37.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.362,9.966,923.937,337.338,0.416,0.154
18.122,766.326,-9.786,-0.057,9.787,0.259,92.633,0.049,92.633,0.03,4.964,0.253,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.945e5,0,37.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.818,9.992,924.392,337.354,0.422,0.154
18.622,761.438,-9.769,0.033,9.78,0.911,90.265,0.049,90.265,0.031,4.509,0.91,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.942e5,0,37.632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.058,10.019,924.853,337.37,0.5,0.154
19.122,756.548,-9.788,-0.037,9.788,0.038,88.01,0.049,88.01,0.032,4.512,0.007,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.951e5,0,37.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.517,10.051,925.399,337.39,0.5,0.154
19.622,751.655,-9.785,0.005,9.785,0.089,85.743,0.048,85.743,0.032,4.557,0.089,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.952e5,0,37.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.603,10.082,925.945,337.409,0.5,0.154
20.122,746.763,-9.782,0.007,9.782,0.251,83.496,0.048,83.496,0.033,4.431,0.251,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.952e5,0,37.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.307,10.114,926.492,337.428,0.5,0.154
20.622,741.873,-9.778,0.007,9.78,0.324,81.24,0.048,81.24,0.034,4.593,0.324,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.953e5,0,37.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.756,10.146,927.039,337.447,0.5,0.154
21.122,736.988,-9.763,0.029,9.771,0.77,78.847,0.048,78.847,0.035,4.978,0.769,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.95e5,0,37.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.361,10.178,927.585,337.467,0.5,0.154
21.466,733.631,-9.764,-0.002,9.774,0.685,77.176,0.048,77.176,0.036,4.743,0.685,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.955e5,0,37.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.297,10.21,928.131,337.486,0.344,0.154
21.929,729.104,-9.774,-0.021,9.774,0.061,74.972,0.048,74.972,0.036,4.769,0.057,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.956e5,0,37.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.801,10.231,928.506,337.499,0.463,0.154
22.429,724.22,-9.762,0.023,9.767,0.638,72.507,0.048,72.507,0.038,5.088,0.637,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.954e5,0,37.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.405,10.261,929.012,337.517,0.5,0.154
22.929,719.337,-9.77,-0.016,9.77,0.017,69.963,0.047,69.963,0.039,5.09,0.005,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.959e5,0,37.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.094,10.293,929.557,337.536,0.5,0.154
23.35,715.237,-9.739,0.074,9.762,1.184,67.928,0.047,67.928,0.04,4.594,1.181,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.956e5,0,37.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,3.922,10.324,930.103,337.555,0.42,0.155
23.705,711.771,-9.758,-0.054,9.758,0.055,66.295,0.047,66.295,0.041,4.592,0.006,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.955e5,0,37.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.589,10.351,930.561,337.572,0.356,0.155
24.079,708.129,-9.746,0.033,9.763,0.942,64.514,0.047,64.514,0.042,4.944,0.942,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.961e5,0,37.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.529,10.373,930.948,337.585,0.374,0.155
24.579,703.253,-9.758,-0.023,9.76,0.438,61.987,0.047,61.987,0.043,5.162,0.437,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.96e5,0,37.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.381,10.397,931.355,337.6,0.5,0.155
25.079,698.374,-9.759,-0.002,9.759,0.243,59.376,0.047,59.376,0.045,5.284,0.243,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.963e5,0,37.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.406,10.429,931.9,337.619,0.5,0.155
25.579,693.495,-9.755,0.008,9.756,0.354,56.69,0.046,56.69,0.047,5.461,0.354,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.963e5,0,37.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.638,10.461,932.445,337.638,0.5,0.155
26.079,688.619,-9.752,0.005,9.754,0.379,54.006,0.046,54.006,0.049,5.272,0.379,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.964e5,0,37.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.085,10.492,932.99,337.657,0.5,0.155
26.579,683.744,-9.748,0.007,9.751,0.443,51.426,0.046,51.426,0.051,5.05,0.443,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.964e5,0,37.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.832,10.524,933.535,337.676,0.5,0.155
27.079,678.87,-9.747,0.003,9.749,0.404,48.951,0.046,48.951,0.054,4.848,0.404,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.966e5,0,37.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.649,10.556,934.08,337.696,0.5,0.155
27.579,673.999,-9.738,0.019,9.743,0.665,46.61,0.046,46.61,0.056,4.516,0.665,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.964e5,0,37.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.189,10.587,934.624,337.715,0.5,0.155
28.079,669.128,-9.744,-0.013,9.745,0.31,44.391,0.046,44.391,0.059,4.361,0.31,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.968e5,0,37.314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.208,10.619,935.168,337.734,0.5,0.155
28.579,664.257,-9.742,0.005,9.743,0.316,42.171,0.045,42.171,0.062,4.519,0.316,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.969e5,0,37.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.677,10.651,935.712,337.753,0.5,0.155
29.079,659.387,-9.738,0.008,9.74,0.414,39.963,0.045,39.963,0.065,4.312,0.414,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.97e5,0,37.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.108,10.682,936.257,337.772,0.5,0.155
29.579,654.518,-9.739,-0.003,9.739,0.131,37.791,0.045,37.791,0.068,4.377,0.131,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.972e5,0,37.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.443,10.714,936.801,337.792,0.5,0.155
30.079,649.649,-9.734,0.01,9.736,0.361,35.557,0.045,35.557,0.072,4.558,0.361,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.972e5,0,37.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.737,10.746,937.345,337.811,0.5,0.155
30.579,644.783,-9.73,0.008,9.733,0.447,33.222,0.045,33.222,0.077,4.781,0.447,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.973e5,0,37.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.003,10.777,937.889,337.83,0.5,0.155
31.079,639.918,-9.732,-0.004,9.733,0.153,30.813,0.045,30.813,0.083,4.858,0.153,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.975e5,0,37.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.934,10.809,938.432,337.849,0.5,0.155
31.579,635.052,-9.73,0.004,9.73,0.06,28.376,0.044,28.376,0.09,4.888,0.06,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.976e5,0,37.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.919,10.841,938.976,337.868,0.5,0.155
32.079,630.188,-9.725,0.012,9.726,0.384,25.98,0.044,25.98,0.098,4.696,0.384,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.976e5,0,37.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.508,10.872,939.52,337.887,0.5,0.155
32.446,626.619,-9.708,0.045,9.727,0.978,24.19,0.044,24.19,0.105,5.055,0.977,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.979e5,0,37.704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.663,10.904,940.063,337.907,0.367,0.155
32.817,623.019,-9.72,-0.033,9.72,0.035,22.317,0.044,22.317,0.113,5.05,0.011,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.976e5,0,37.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.045,10.927,940.462,337.921,0.371,0.155
33.317,618.159,-9.719,0.003,9.721,0.4,19.842,0.044,19.842,0.127,4.85,0.4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.979e5,0,37.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.654,10.95,940.864,337.935,0.5,0.155
33.817,613.303,-9.707,0.022,9.714,0.718,17.507,0.044,17.507,0.143,4.492,0.717,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.976e5,0,37.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.141,10.982,941.407,337.954,0.5,0.155
34.317,608.447,-9.716,-0.018,9.717,0.279,15.226,0.044,15.226,0.164,4.631,0.278,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.981e5,0,37.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.769,11.014,941.95,337.973,0.5,0.155
34.773,604.022,-9.673,0.094,9.7,1.371,12.97,0.043,12.97,0.192,5.255,1.368,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.972e5,0,38.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.976,11.045,942.492,337.992,0.456,0.155
35.271,599.195,-9.708,-0.07,9.711,0.472,10.294,0.043,10.294,0.241,5.487,0.467,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.982e5,0,37.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.72,11.074,942.986,338.01,0.498,0.155
35.771,594.34,-9.711,-0.006,9.711,0.103,7.564,0.043,7.564,0.326,5.436,0.103,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.985e5,0,37.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.386,11.105,943.526,338.029,0.5,0.155
36.271,589.488,-9.696,0.03,9.703,0.719,4.936,0.043,4.936,0.498,5.076,0.719,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.981e5,0,37.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.726,11.137,944.068,338.048,0.5,0.155
36.771,584.637,-9.707,-0.021,9.707,0.14,2.415,0.043,2.415,1.013,5.007,0.139,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.987e5,0,37.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.94,11.168,944.61,338.067,0.5,0.155
37.271,579.784,-9.704,0.006,9.704,0.205,-0.063,0.043,0.076,146.107,4.905,0.205,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.988e5,0,37.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.805,11.2,945.152,338.086,0.5,0.155
37.771,574.933,-9.703,0.003,9.703,0.081,-2.506,0.042,2.506,179.032,4.864,0.081,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.989e5,0,37.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.826,11.231,945.694,338.105,0.5,0.155
38.271,570.084,-9.69,0.024,9.695,0.632,-4.859,0.042,4.859,179.503,4.549,0.632,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.986e5,0,37.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.241,11.263,946.236,338.124,0.5,0.155
38.771,565.238,-9.696,-0.012,9.697,0.282,-7.098,0.042,7.098,179.661,4.408,0.282,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.99e5,0,37.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.27,11.294,946.778,338.143,0.5,0.155
39.183,561.245,-9.678,0.044,9.693,0.931,-8.993,0.042,8.994,179.733,4.791,0.93,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.99e5,0,37.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.325,11.326,947.32,338.162,0.412,0.155
39.683,556.405,-9.681,-0.007,9.688,0.712,-11.478,0.042,11.478,179.792,5.146,0.712,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.988e5,0,37.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.496,11.352,947.766,338.178,0.5,0.155
40.183,551.568,-9.669,0.025,9.68,0.953,-14.17,0.042,14.17,179.832,5.623,0.953,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.985e5,0,37.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,6.087,11.383,948.306,338.197,0.5,0.155
40.683,546.728,-9.689,-0.039,9.689,0.214,-17.008,0.041,17.008,179.861,5.728,0.211,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.995e5,0,37.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.833,11.415,948.847,338.216,0.5,0.155
41.183,541.886,-9.68,0.017,9.684,0.541,-19.804,0.041,19.804,179.881,5.458,0.541,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.993e5,0,37.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.195,11.446,949.388,338.235,0.5,0.155
41.683,537.046,-9.68,-1.046e-4,9.683,0.454,-22.476,0.041,22.476,179.895,5.231,0.454,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.995e5,0,37.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.01,11.478,949.929,338.254,0.5,0.155
42.183,532.208,-9.67,0.02,9.676,0.714,-25.002,0.041,25.002,179.906,4.874,0.713,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.993e5,0,37.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.528,11.509,950.469,338.273,0.5,0.156
42.683,527.371,-9.68,-0.019,9.68,0.229,-27.468,0.041,27.468,179.915,4.988,0.228,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.998e5,0,37.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.101,11.541,951.01,338.293,0.5,0.156
43.183,522.533,-9.674,0.012,9.676,0.448,-29.906,0.04,29.906,179.922,4.764,0.447,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.998e5,0,37.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.547,11.572,951.55,338.312,0.5,0.156
43.683,517.696,-9.673,6.782e-4,9.675,0.356,-32.332,0.04,32.332,179.929,4.942,0.356,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7e5,0,37.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.117,11.604,952.091,338.331,0.5,0.156
44.183,512.859,-9.674,-0.002,9.674,0.098,-34.816,0.04,34.816,179.934,4.991,0.098,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.002e5,0,37.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.04,11.635,952.631,338.35,0.5,0.156
44.683,508.029,-9.647,0.054,9.659,0.995,-37.435,0.04,37.435,179.939,5.488,0.993,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.993e5,0,37.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.968,11.666,953.172,338.369,0.5,0.156
45.183,503.208,-9.637,0.02,9.653,1.146,-40.322,0.04,40.323,179.943,6.061,1.146,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.992e5,0,37.679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,6.615,11.698,953.711,338.388,0.5,0.156
45.683,498.382,-9.665,-0.056,9.666,0.337,-43.394,0.04,43.394,179.948,6.227,0.332,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.004e5,0,37.153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,6.39,11.729,954.25,338.407,0.5,0.156
46.183,493.55,-9.665,-2.53e-4,9.665,0.076,-46.498,0.039,46.498,179.951,6.189,0.076,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.006e5,0,37.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,6.153,11.761,954.798,338.426,0.5,0.156
